,,,,,,=,,sex,income
13.8205032348633,-8.04043197631836,-3.40764784812927,30.6207332611084,-16.3737602233887,7.99088668823242,10.2999696731567,-20.5368804931641,1,0
3.55920076370239,-0.22381916642189,-13.1969652175903,27.4036331176758,-11.8925819396973,-6.42530584335327,10.164740562439,2.11439943313599,0,0
3.24819993972778,-8.03388977050781,-7.23983955383301,3.60403990745544,13.7443838119507,3.9202287197113,3.40520596504211,-10.4807615280151,0,0
8.50680732727051,-16.4021759033203,-8.71906280517578,10.1155605316162,7.6518816947937,0.237580239772797,2.15761756896973,1.49091076850891,1,0
-7.58331775665283,-2.03831195831299,11.1335458755493,-5.28951072692871,-4.38685703277588,-9.93262481689453,-1.94034266471863,-17.9047737121582,0,1
5.57751989364624,-64.0954895019531,-45.4721450805664,5.81775093078613,42.9717216491699,8.35334205627441,27.2012958526611,-20.6834964752197,0,0
-1.37302315235138,-30.2645893096924,-41.2061347961426,17.2606773376465,18.7478561401367,-0.575883448123932,20.3841247558594,14.0299882888794,0,0
12.2110652923584,-19.001802444458,-24.6062927246094,24.4497604370117,6.44619226455689,-3.46917724609375,12.7185153961182,5.56084537506104,0,0
-5.71361684799194,7.99254417419434,10.0342311859131,-9.77991485595703,-3.649329662323,1.45262455940247,-2.39137673377991,-14.1090402603149,0,1
-4.95146465301514,7.68021392822266,8.64809131622314,-8.3288688659668,-5.30050897598267,-0.666289150714874,-4.52426147460938,-3.15928506851196,0,1
0.633479058742523,2.49863338470459,-4.43064212799072,2.32511615753174,1.47948861122131,1.33869683742523,0.123675584793091,2.94514656066895,0,0
5.17961502075195,-12.1263055801392,-13.4153203964233,8.16396903991699,15.077751159668,2.04197263717651,5.03677272796631,-2.14264345169067,0,0
15.8279886245728,-15.2812223434448,-24.4344730377197,28.8090839385986,-2.72191858291626,-1.48083257675171,14.1064929962158,6.14057922363281,0,0
2.02678203582764,-3.87750577926636,4.84479236602783,-4.91121006011963,3.01908802986145,-3.18878769874573,-5.4478874206543,0.17512720823288,1,1
5.00523233413696,-12.9781837463379,-17.8487319946289,12.2418460845947,12.6327257156372,-2.47311544418335,7.5315465927124,2.12296342849731,0,0
-5.48314237594605,3.44185972213745,0.122024536132813,-7.42242050170898,-2.56307125091553,-5.12757444381714,-2.80753684043884,10.0191249847412,0,0
-0.60420024394989,-56.8002052307129,-43.4793128967285,1.60707497596741,31.9808044433594,-3.09020709991455,17.7854022979736,18.2245998382568,1,0
-1.79192292690277,-10.2794322967529,1.17417788505554,9.83457946777344,-13.6269645690918,-4.25237083435059,4.34954929351807,-6.05532598495483,1,0
11.2982015609741,-18.3624420166016,-27.1186542510986,25.3804130554199,-2.36976933479309,-2.55466461181641,15.9380130767822,7.55711650848389,0,0
3.47126293182373,1.82907974720001,-12.3183813095093,37.6005516052246,-31.7108383178711,-15.6147613525391,7.09402179718018,27.2586345672607,0,0
24.68922996521,-26.1617259979248,-24.1771488189697,31.6437034606934,-7.16910028457642,-1.76487636566162,15.7308864593506,3.02257394790649,1,0
-0.648313403129578,5.14816617965698,-2.80874133110046,-2.58286070823669,0.840911626815796,5.65672636032105,1.63354086875916,-2.41837120056152,0,1
-0.556980013847351,-10.5271129608154,-12.7757234573364,10.9058723449707,3.41202974319458,-6.00858592987061,3.48779082298279,11.4003105163574,0,0
21.2315731048584,-21.4070644378662,-22.9057540893555,30.0923728942871,-5.08499193191528,-0.687251627445221,15.4513320922852,-0.467506766319275,1,0
1.66267955303192,-5.02662372589111,-15.1952428817749,-1.84958600997925,20.2486534118652,12.3050727844238,6.69248008728027,-5.19081258773804,0,0
-13.3012075424194,-4.46951055526733,8.49686622619629,-15.5641422271729,1.98164367675781,-7.78899383544922,-1.52977204322815,-15.0165643692017,0,1
-15.2381448745728,6.62824392318726,16.2691040039063,-24.7194023132324,-4.12398719787598,-4.31779479980469,-7.15947532653809,-5.99843692779541,0,1
0.535737872123718,3.12380361557007,-3.6451632976532,8.79336643218994,-5.94358110427856,-2.33080220222473,0.394247770309448,6.74665355682373,0,0
2.84947967529297,-6.05661869049072,4.9517765045166,6.15223407745361,-8.69286727905273,-6.70564126968384,-1.37509489059448,-3.73242139816284,1,0
2.33998727798462,-0.338670134544373,-12.4582767486572,15.240779876709,-7.43126249313355,-5.17861890792847,4.9441385269165,13.881236076355,0,0
5.85991525650024,-5.02838706970215,5.82209968566895,8.85063171386719,-8.77933597564697,-3.15481090545654,-0.409660816192627,-11.779465675354,1,0
3.60971689224243,-14.682520866394,-17.3995590209961,12.2178840637207,0.88565069437027,-3.88676929473877,6.59795188903809,13.7204008102417,1,0
9.72207832336426,-7.44132471084595,-6.83000183105469,15.9182424545288,-8.36060428619385,-1.06687068939209,4.43200492858887,1.52812254428864,1,0
-24.5104141235352,18.8645687103271,28.1837940216064,-42.6554374694824,-7.73084306716919,-1.15396451950073,-10.3409595489502,-15.4309740066528,0,1
22.0026950836182,-24.2353477478027,-29.2970352172852,37.2232627868652,-4.06898164749146,-3.12804913520813,18.80397605896,2.74319887161255,0,0
-5.55456924438477,-7.05584287643433,-24.9638366699219,12.3398380279541,-0.797246873378754,-7.34266042709351,10.5927925109863,23.4840145111084,0,0
-2.61616468429565,0.329731822013855,-4.54996252059937,-4.01276779174805,6.86728143692017,1.68442249298096,-0.670219361782074,4.3851466178894,0,0
-20.2274494171143,8.47041702270508,17.5091552734375,-36.5319976806641,-0.78175562620163,-5.25840377807617,-10.0280561447144,-1.09613645076752,0,1
-6.78212928771973,0.091787934303284,2.5867006778717,-10.6238842010498,0.164670169353485,-4.08417844772339,-3.83607912063599,4.88164806365967,0,0
4.71883344650269,-22.0330848693848,-19.3093719482422,5.432204246521,22.9494876861572,-3.13204431533813,3.93641209602356,11.005669593811,0,0
12.5196657180786,-15.0760879516602,-20.1921558380127,25.4967708587646,-7.38712930679321,-2.64450979232788,12.213005065918,7.13452625274658,1,0
7.46482467651367,-28.2119102478027,-21.968957901001,-6.17092990875244,41.0641670227051,31.9714050292969,22.8914585113525,-62.5154495239258,0,0
-2.97773790359497,-9.20809841156006,-11.9259462356567,-0.251908421516418,10.6895570755005,-0.65644234418869,2.18309640884399,9.66920948028564,0,0
2.16031169891357,-3.07228565216064,-7.39453411102295,-3.48316740989685,13.6089973449707,9.96146965026856,2.31386399269104,-4.87020969390869,0,0
-3.18927097320557,1.72113335132599,-2.96995210647583,-0.753336191177368,-1.80725765228271,-4.70373058319092,-0.654409170150757,8.56706619262695,0,0
18.9980201721191,-20.0423851013184,-23.4380226135254,29.806619644165,-2.9798891544342,-1.43737244606018,15.5861625671387,-0.885072112083435,1,0
-4.47065305709839,-3.95033311843872,2.3052031993866,-3.71144461631775,-4.93935441970825,-6.15926837921143,-2.60678315162659,5.47941589355469,0,0
6.58774948120117,-17.3510398864746,-12.0286931991577,19.1215438842773,-0.940440118312836,-6.64172220230103,10.1270294189453,-8.89743137359619,0,0
15.0691175460815,-26.2540950775146,-29.558780670166,23.3280601501465,-0.036055505275726,-1.01404237747192,17.31662940979,7.19613838195801,0,0
1.58866035938263,2.44919729232788,1.53355121612549,3.12650752067566,2.65668201446533,2.46450090408325,-0.205551505088806,-12.5875234603882,0,0
-7.26097106933594,-21.7097797393799,-24.9716033935547,0.482422590255737,14.7593393325806,-4.28950023651123,7.56187057495117,21.1597118377686,1,0
24.2419357299805,-25.2919540405273,-25.9616107940674,34.7463073730469,-6.6195912361145,-0.464919149875641,17.4934768676758,0.608006119728088,1,0
-1.92180597782135,5.18447351455689,-2.24823880195618,-4.7606840133667,3.50712561607361,3.24859523773193,-2.24699902534485,5.1075553894043,0,1
22.0080833435059,-48.014762878418,-28.1870708465576,-24.0671997070312,46.5954208374023,55.7068977355957,23.9531078338623,-56.4100875854492,0,0
-8.46739292144775,-1.69720160961151,-5.23482465744019,-0.008388996124268,-3.70664358139038,-1.8367760181427,7.2981014251709,-7.30481290817261,1,0
12.9075517654419,-22.677396774292,-26.3014507293701,31.9597778320312,-9.78803730010986,-6.37371444702148,14.9868688583374,15.4211168289185,0,0
-10.7309989929199,-3.42610692977905,10.3357286453247,-21.7553310394287,-0.51971048116684,-8.57052898406982,-6.71719646453857,0.547135949134827,1,1
-7.45964431762695,5.27617406845093,-18.0812854766846,14.5906238555908,-14.3072690963745,3.00919795036316,17.0555057525635,-0.120656728744507,0,0
13.8852872848511,-10.0773439407349,-3.90148234367371,37.7100639343262,-23.0049343109131,-8.46293354034424,8.85683059692383,-10.7630596160889,0,0
7.30963611602783,-4.51932287216187,-21.3008136749268,37.7402839660645,-18.1870574951172,-11.4049243927002,12.0759897232056,20.7191467285156,0,0
11.0503511428833,-23.1320323944092,-10.8810300827026,13.789493560791,-0.850487649440765,-2.83772349357605,8.63706493377686,-7.49103879928589,1,0
-1.28647863864899,-13.3682270050049,-21.6017417907715,-1.66413998603821,23.6195011138916,8.92322731018066,7.93064785003662,3.26750898361206,0,0
-5.50981044769287,6.71202039718628,-14.9519395828247,2.75014972686768,2.74715733528137,4.98823356628418,9.68348026275635,1.90262091159821,0,1
14.3380651473999,-21.0849781036377,-27.6316184997559,27.8417720794678,5.0809473991394,-3.03974080085754,15.6673583984375,4.12350463867188,1,0
16.5162868499756,-19.3560390472412,-13.7902030944824,17.0271873474121,-1.25433874130249,0.416938960552216,8.05559253692627,-0.57924497127533,1,0
10.6812648773193,-14.5309057235718,-35.3998413085937,38.5394630432129,-9.89271259307861,-12.2704391479492,19.3006973266602,25.0536251068115,0,0
7.93108081817627,-13.5375280380249,-15.2822208404541,27.4458065032959,-5.5717921257019,6.24457359313965,13.2995777130127,-8.58266735076904,1,0
12.5211496353149,-21.7274055480957,-8.58467197418213,6.07108783721924,6.8144474029541,3.150794506073,3.86852049827576,-5.79417276382446,1,0
-1.48848807811737,-34.7396697998047,-35.636890411377,4.75552654266357,20.7276153564453,-0.506382405757904,15.2420864105225,14.7918825149536,1,0
-4.74165868759155,0.050841450691223,-2.73639130592346,-5.04652309417725,6.67736673355103,3.61539244651794,0.933104276657105,-2.11698389053345,0,0
3.8486008644104,-3.14564561843872,-19.6659450531006,23.2956600189209,-7.8535647392273,-8.61695384979248,9.0538444519043,19.5186901092529,0,0
13.2656946182251,-15.1470928192139,-30.6691913604736,43.4567108154297,-15.5497999191284,-12.4862384796143,17.8799304962158,21.7405967712402,0,0
8.24187278747559,-13.7046766281128,-22.193286895752,19.4376773834229,0.766098558902741,-0.832463920116425,11.9351720809937,7.06588888168335,1,0
0.136055707931519,-15.4174976348877,-18.6808376312256,10.1865787506104,1.49183988571167,-3.20531511306763,7.7169303894043,13.5982675552368,1,0
4.01803588867188,-7.16050386428833,-4.35640573501587,3.79577779769897,10.4133586883545,-0.07467645406723,0.303310036659241,-5.36922979354858,0,0
-0.506511092185974,2.99076557159424,3.34119915962219,1.14344143867493,6.84192323684692,4.18141746520996,0.549352288246155,-21.8791637420654,0,1
1.17476344108582,4.23099136352539,-1.08391284942627,8.08813858032227,-8.20592212677002,-3.51483392715454,-0.680586576461792,5.56000661849976,0,0
5.68732786178589,-1.87114822864532,-4.64520359039307,24.0361022949219,-13.6039724349976,-7.42503356933594,1.64486575126648,10.3814067840576,0,0
-0.05617105960846,-1.88664281368256,-4.58135604858398,-3.65524315834045,9.61434173583984,4.4609317779541,0.165214538574219,-1.40943992137909,0,0
22.1159210205078,-32.3757476806641,-33.7316017150879,34.9362716674805,6.13809251785278,-2.76982831954956,19.0843677520752,5.41006803512573,1,0
3.78137159347534,-8.28381252288818,-8.9672384262085,9.88287925720215,2.95480871200562,-0.066703498363495,2.72212862968445,4.47841548919678,1,0
-3.54537105560303,-5.33716201782227,-6.43684959411621,3.74455714225769,-4.67273712158203,-4.80525636672974,1.2136116027832,11.8243837356567,1,1
12.3617258071899,-18.819766998291,-0.07247257232666,17.8278331756592,-16.834997177124,-3.92164993286133,4.15396308898926,-7.57792520523071,1,0
0.996707797050476,-10.0858249664307,-22.130220413208,10.9009037017822,3.02514266967773,-2.78296208381653,9.76992893218994,13.6025609970093,1,0
8.64281940460205,-14.4277896881104,-19.1072654724121,19.462718963623,2.66877889633179,-4.40412521362305,8.08769226074219,11.5536012649536,0,0
-4.05879020690918,-11.0260238647461,-14.6020431518555,4.98568725585938,-2.61771821975708,-7.70019245147705,4.23586177825928,20.3088397979736,1,0
3.26602125167847,1.10624802112579,-1.05288732051849,21.6829700469971,-20.9089050292969,-8.09409141540527,-0.517852306365967,15.4311075210571,1,0
14.8310670852661,-17.9949073791504,-19.9792060852051,14.5351419448853,10.1714363098145,9.03157138824463,11.4929714202881,-4.80815267562866,1,0
-17.3431262969971,6.20047187805176,26.5432319641113,-29.3743858337402,-14.0248937606812,-17.7730140686035,-14.35302734375,3.60104513168335,1,1
4.61641979217529,-0.943440675735474,-6.29441070556641,19.2061252593994,-12.2070016860962,-7.28729772567749,2.31211829185486,11.2875699996948,0,0
14.7730665206909,-27.0018444061279,-24.2166004180908,3.2439968585968,37.0976371765137,20.8290729522705,11.2376203536987,-15.0418729782104,0,1
-21.6695899963379,1.60395777225494,14.2889566421509,-28.0235443115234,-9.85895252227783,-15.4115495681763,-7.82919216156006,7.76653909683228,0,1
0.018180966377258,-0.691030383110046,-4.19684219360352,2.30250406265259,0.906048476696014,-1.96219825744629,1.19647455215454,1.12106263637543,0,0
18.5819473266602,-33.410758972168,-21.8558692932129,17.0084896087646,16.2413425445557,0.102891862392426,9.0708475112915,2.65004444122314,1,0
-20.7410640716553,5.56349897384644,23.5451126098633,-16.532657623291,-19.9324169158936,-22.519172668457,-9.42118263244629,-0.871941447257996,0,1
-5.10489654541016,0.737306714057922,-11.2702808380127,-8.83249473571777,16.267671585083,13.1074657440186,6.99944305419922,-8.12938785552979,0,0
3.14352703094482,-0.839443683624268,-1.1608030796051,15.7955884933472,-11.3428144454956,-7.20064640045166,0.132431507110596,5.20800542831421,1,0
-1.13040506839752,5.03362846374512,-0.023245334625244,-1.56156802177429,0.128887355327606,0.561960697174072,-2.70636892318726,3.44508647918701,0,1
-0.913952231407166,-31.0220146179199,-27.7386741638184,2.25476503372192,24.9792823791504,-3.01617383956909,7.91065406799316,18.2089710235596,0,0
4.36002016067505,-22.3272571563721,-15.1847620010376,-0.653368353843689,21.6227779388428,-2.54660773277283,0.680545568466187,12.8555498123169,1,0
7.88203811645508,-25.9665946960449,-33.8557662963867,15.1438589096069,30.0325660705566,8.16339302062988,17.3607215881348,-4.95864915847778,0,0
-11.1301078796387,0.965604901313782,9.2802267074585,-10.1681041717529,-6.31709671020508,-8.61233425140381,-3.71411085128784,-4.41949844360352,0,0
3.80800294876099,-15.8912630081177,-18.7752742767334,7.21755981445313,5.15494155883789,-1.73044395446777,8.23589324951172,8.49026203155518,1,0
-12.1861867904663,9.74761390686035,13.7048749923706,-21.4655113220215,-2.55557560920715,-1.49712777137756,-6.98119926452637,-5.58243608474731,0,1
-15.7975778579712,1.2582825422287,16.1792087554932,-24.3899631500244,-7.51606893539429,-12.6011772155762,-9.08841705322266,3.79654026031494,0,1
6.10490465164185,-16.8994560241699,-10.3481531143188,11.2629318237305,-7.18460321426392,-3.47425174713135,6.54305934906006,2.72331714630127,1,0
0.762979388237,-11.8737878799439,-3.50974059104919,15.3757619857788,-9.19785499572754,-7.79247093200684,2.28415536880493,2.70151233673096,1,0
6.99336814880371,-19.8744068145752,-3.12094807624817,11.8807926177979,-2.78994083404541,-3.0570821762085,3.59917807579041,-9.51397609710693,1,0
0.027099013328552,-1.81326735019684,-6.45699310302734,-0.104537487030029,6.75124025344849,0.534150540828705,-0.265668928623199,5.64808130264282,0,1
-31.9189319610596,11.2930288314819,20.5521697998047,-49.8053779602051,-1.05541372299194,-6.03063011169434,-9.0455493927002,-4.83830881118774,0,1
5.46775674819946,-11.2909984588623,-25.6658515930176,19.5152320861816,6.11771869659424,-4.6392297744751,11.2354040145874,15.1352567672729,0,0
13.1095514297485,-20.1364727020264,-29.2859592437744,30.7679557800293,0.853127539157867,-7.63113975524902,14.4933071136475,16.0683765411377,0,0
9.53575706481934,-33.6131210327148,-21.5126171112061,5.27065658569336,28.3173427581787,-4.68682241439819,3.01748466491699,15.7662668228149,1,0
-1.32731354236603,-27.0252208709717,-26.4902000427246,-1.17808437347412,27.8715362548828,0.748974025249481,7.93579196929932,11.6917943954468,0,0
17.0887203216553,-27.782247543335,-20.2250099182129,22.4348526000977,13.7131910324097,0.118370741605759,11.4651927947998,-8.32902050018311,0,0
-10.7804250717163,1.47044599056244,3.92399287223816,-12.4915008544922,-5.42924356460571,-8.91483592987061,-1.70705890655518,3.43986177444458,0,1
21.2315731048584,-21.4070644378662,-22.9057540893555,30.0923728942871,-5.08499193191528,-0.687251627445221,15.4513320922852,-0.467506766319275,1,0
6.72726011276245,-9.4391565322876,-12.4755992889404,19.0387325286865,4.82298183441162,-4.3562593460083,6.78444004058838,-2.95218706130981,0,0
5.17207193374634,-11.2446155548096,-28.1370906829834,25.9709625244141,0.666685879230499,-7.4221773147583,15.3814392089844,11.9266481399536,0,0
4.90053224563599,-1.78645575046539,-0.435700297355652,19.5509433746338,-23.0605964660645,-10.7696075439453,-0.360254734754562,16.3625297546387,1,0
-5.44328117370606,-9.17616271972656,6.89963054656982,4.6159782409668,-18.9512596130371,-13.3222465515137,0.678771257400513,-3.54106187820435,0,0
3.17217445373535,-5.46577453613281,-10.812331199646,4.7343225479126,6.33978605270386,0.292314112186432,2.49143385887146,6.95553302764893,0,0
0.027099013328552,-1.81326735019684,-6.45699310302734,-0.104537487030029,6.75124025344849,0.534150540828705,-0.265668928623199,5.64808130264282,0,0
3.80113077163696,-11.6070747375488,-14.2885465621948,6.64750385284424,19.2569732666016,4.55173444747925,7.12147903442383,-9.99678516387939,0,0
3.11168336868286,-1.83989131450653,-13.0797023773193,19.264669418335,-9.11986351013184,-7.06116580963135,6.2529411315918,13.4764766693115,0,0
-12.8399133682251,6.24801731109619,9.60858345031738,-14.447639465332,-0.286666333675385,0.624973118305206,-1.49369335174561,-17.4760684967041,0,1
-3.10757350921631,-3.99197244644165,-3.82192325592041,-3.33947205543518,6.76773738861084,-0.808126986026764,-0.168169498443604,-0.953232645988464,0,1
-16.2645587921143,12.5994882583618,13.9071855545044,-4.29398536682129,-8.33853816986084,-7.43721628189087,0.26515793800354,-25.1993618011475,0,1
-0.870139956474304,-3.01859569549561,-5.74116230010986,-3.33303952217102,10.7152490615845,3.57838654518127,0.886848568916321,-1.1686304807663,0,0
2.21554946899414,2.9594931602478,-8.92827129364014,22.2502193450928,-12.6408977508545,-2.96575903892517,6.43176174163818,4.48577451705933,0,0
-2.26456356048584,4.94452142715454,-7.92431259155273,14.1084575653076,-4.06721353530884,5.38121891021729,8.71594429016113,-10.4936475753784,0,0
-8.55684566497803,1.42794787883759,4.72516536712647,-14.7459125518799,-1.58288359642029,-6.31585311889648,-5.7081823348999,9.06340408325195,0,1
1.55780458450317,-8.6047945022583,-7.57459163665772,15.8334465026855,-11.2873086929321,-7.55045175552368,6.04959678649902,1.90052568912506,0,0
8.49184608459473,-10.5510568618774,-13.9102296829224,19.5028648376465,-2.68608665466309,-4.21715593338013,9.65454006195068,-1.74093472957611,1,0
-2.38842344284058,2.32449674606323,-2.33884859085083,-7.52811527252197,6.05470323562622,6.78634166717529,0.378391981124878,-3.78179025650024,0,0
7.17514419555664,-25.106201171875,-7.29493713378906,-0.750168085098267,-0.905890882015228,4.19218063354492,7.8380126953125,-11.7724046707153,1,0
-3.34265470504761,0.814420342445374,4.13168239593506,-4.51450157165527,0.696209669113159,-2.82955574989319,-2.98093390464783,-4.96741485595703,0,1
5.62020587921143,-7.2775092124939,-5.18703699111939,6.24635887145996,8.81920433044434,4.53543186187744,3.86134266853333,-14.8798398971558,0,0
-2.49143695831299,-2.93827247619629,-5.85970211029053,-2.1929452419281,4.43055057525635,-0.893303215503693,-0.074837267398834,5.34373998641968,0,0
-1.34501779079437,2.21648025512695,0.968303442001343,-3.70157551765442,1.01790904998779,0.399877935647964,-2.67543053627014,1.40897333621979,0,1
-7.54081439971924,-3.54397869110107,-3.57939743995666,-10.1066932678223,2.63661932945251,-4.61382722854614,-1.83947813510895,10.5212516784668,0,1
-7.13407802581787,-8.11440849304199,-0.935365438461304,-6.65181255340576,-3.76517057418823,-5.56551790237427,0.801944494247437,1.5583667755127,0,0
-26.9427433013916,23.6591644287109,27.5667533874512,-47.4279975891113,-5.37975025177002,6.24407529830933,-7.60476589202881,-23.7214527130127,0,1
-5.27300643920898,-16.322681427002,0.852970838546753,3.65803289413452,-13.3466711044312,-12.050726890564,2.47542834281921,-0.380292773246765,1,0
2.05357074737549,-13.3201112747192,-12.6516313552856,10.2882976531982,2.21262121200562,-6.1049108505249,1.62745499610901,19.4343967437744,1,0
2.20205783843994,3.68557977676392,-8.75505924224854,23.9848556518555,-20.2428169250488,-8.51796722412109,3.65066361427307,20.1581516265869,0,0
9.65021800994873,-18.5580997467041,-24.1761474609375,25.2862434387207,2.6122088432312,-6.02745628356934,10.9132537841797,14.5076904296875,0,0
17.8457336425781,-22.7616233825684,-24.6677169799805,28.6881504058838,1.23000955581665,-2.05610847473145,13.6135368347168,5.81776857376099,1,0
-20.1173324584961,-6.07936334609985,3.12872767448425,-26.5856647491455,2.41294145584106,-11.1438245773315,-3.27704739570618,7.54552698135376,0,1
-8.92199230194092,-11.5248804092407,-12.6670007705688,3.48397946357727,-6.54877185821533,-10.0532531738281,7.33320236206055,11.1654605865479,0,1
8.50161266326904,-13.7501058578491,-14.7151746749878,16.2822284698486,-6.13258504867554,-3.50889086723328,7.6441593170166,9.39576053619385,1,0
8.56253528594971,-11.3831825256348,-3.94447731971741,15.7240810394287,-6.38301849365234,-6.20791292190552,-0.36004364490509,9.84111499786377,1,0
9.86160564422607,-17.4380760192871,-6.00121593475342,5.36020755767822,0.596331655979157,2.47866201400757,2.86840152740479,-3.60590934753418,1,0
2.72904968261719,-2.61488056182861,-20.4697284698486,26.9016189575195,-14.4996156692505,-12.3083868026733,10.3526763916016,23.4057865142822,0,0
-13.195071220398,-10.6040840148926,21.1111679077148,-31.5335521697998,-5.62852478027344,-15.9795627593994,-10.6988830566406,-1.44538199901581,1,1
13.3219814300537,-24.6354370117188,-24.4617652893066,21.4439239501953,8.47203540802002,-2.96050691604614,10.9090099334717,9.66716194152832,1,0
1.17348217964172,1.07095658779144,-4.10066843032837,9.19866561889648,-0.126334130764008,0.41036981344223,1.33230257034302,0.465066909790039,0,1
-1.39215266704559,3.80936861038208,2.06492257118225,-5.97247219085693,1.52824234962463,1.96007513999939,-3.33823013305664,0.57386839389801,0,1
-7.48703479766846,-0.433253169059753,17.601261138916,-8.38924312591553,-5.70731449127197,-8.01419353485107,-4.01249361038208,-22.3124389648437,0,0
-4.54839515686035,8.25987052917481,-11.9607629776001,13.209282875061,-9.14838218688965,5.2671480178833,12.5146636962891,-6.15851068496704,0,0
5.63444042205811,-15.0789356231689,2.82708859443665,12.4271478652954,-17.7748031616211,-8.14694404602051,2.22090435028076,-4.00676918029785,1,0
-2.02541065216064,3.59485530853271,7.65231895446777,-3.30720400810242,-3.06290578842163,-2.67851305007935,-4.11797428131104,-6.62753343582153,0,1
-10.5318069458008,0.670854210853577,5.95680809020996,-12.9565591812134,-3.69964551925659,-7.02408027648926,-3.8403422832489,2.74296379089355,0,0
2.89571809768677,-23.3925971984863,-24.1676979064941,3.58173012733459,25.0453071594238,1.16141486167908,7.63039016723633,9.87503623962402,0,0
6.14493370056152,-11.9674825668335,-6.87000274658203,3.06077599525452,17.7731323242188,8.35776233673096,5.16974258422852,-20.9584331512451,0,0
-5.55522441864014,-3.6801552772522,11.870306968689,-15.1189270019531,-4.64739608764648,-9.21089649200439,-7.16478729248047,0.583948016166687,1,1
0.537683606147766,1.20954620838165,-2.27181363105774,-0.752991437911987,1.90905833244324,0.484422445297241,-1.87497782707214,4.2014422416687,0,1
8.5226583480835,-19.9647903442383,-37.934944152832,29.9925994873047,9.31100749969482,-7.72336864471436,17.8844375610352,20.3108139038086,0,0
